,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3614,3615,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NdAcLW50TXph7e1ykN13g4kA7Gg==',Summerville,b'ZjVGSQnKdRZncZ9ft8PDdA0PoaG9EBbb1GQjfePhNkS9HrD51+mr9g==',Germany,Female,36,b'ZjVGSQnKdRZncZ9ft8PDdA4Ahb9d6F4rAJ/o8NTNS3mgPQN5/JXoqw==',126606.63,2,1,1,172363.52,0
3615,3616,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8Dj1M9oUYEYblcf4GzxY8Rdh6tg==',Allan,b'ZjVGSQnKdRZncZ9ft8PDdA0fyR0uJBebBdoDUevTcYHNztJ6O0GeqQ==',France,Male,46,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',134950.19,3,0,0,178587.36,1
3616,3617,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O3lhQs01h1KqhomcaM8qJQgv2tw==',Tobenna,b'ZjVGSQnKdRZncZ9ft8PDdA0hGrnGvU96Q0+hQuRTrAwrHiXeaIlAOg==',France,Female,60,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',96956.1,1,1,0,31907.44,1
3617,3618,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/ELBX027FoJ/hQlE0haAkGFGH6Q==',Volkova,b'ZjVGSQnKdRZncZ9ft8PDdA0hGvSiGq3lnrO3AJ48a3a41ypjZS/HxQ==',Germany,Female,29,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',107601.79,1,1,0,18922.18,1
3618,3619,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NZBLFHhWO1HdLGVZUAEoJG//U8g==',Nucci,b'ZjVGSQnKdRZncZ9ft8PDdA0f63vz+oODMgZcM/Aw1GExnPlu5pcCmg==',Germany,Female,46,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',92060.06,1,1,0,147222.95,1
3619,3620,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O8M2vph2Qk+YIWWcSPcyinXHYlQ==',Wright,b'ZjVGSQnKdRZncZ9ft8PDdA0hPAFNa0GAr98HCKin3s8s9Mag2UXqKw==',France,Male,33,b'ZjVGSQnKdRZncZ9ft8PDdA4Ahb9d6F4rAJ/o8NTNS3mgPQN5/JXoqw==',0.0,2,1,0,1474.79,0
3620,3621,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NWvZ5iAx7vwZypX1caxCSw9XyPw==',Astorga,b'ZjVGSQnKdRZncZ9ft8PDdA0hElci3oKoyLgRKqGXxxT13Llupx2JYA==',France,Male,41,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',0.0,2,1,1,24924.92,0
3621,3622,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8DjUI+IFdIyRg26gQChEIjzSjlw==',Pokrovsky,b'ZjVGSQnKdRZncZ9ft8PDdA0hNKGKNGwvuhZqdALYJH66IQG7GiSzrA==',France,Male,36,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',137688.71,1,1,1,46884.1,0
3622,3623,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2OzqmXlypt6ndlWU32JsKLk9f+Xg==',Mazzanti,b'ZjVGSQnKdRZncZ9ft8PDdA0Pn4UHjhLheEf6J/56+Jfy7pcCA5HeQA==',Spain,Male,55,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',85845.43,2,1,1,128918.42,0
3623,3624,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8Hhd5SqPkhWxmIgtBv+6KULFdbQ==',Blesing,b'ZjVGSQnKdRZncZ9ft8PDdA0xsDzDB8JlQRjVM/cwt76q/Oqs1Rwr4Q==',Germany,Male,27,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',125552.96,1,1,0,105291.26,0
3624,3625,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8zre/e/pJMCsfPAkbZnQZMA5tloA==',Ku,b'ZjVGSQnKdRZncZ9ft8PDdA0xilpJKcobA08VnTLSlFaJ6+GARxTpTg==',France,Female,33,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',167298.42,1,0,1,145381.65,0
3625,3626,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MgBBM9HbuzMDFGBN7VThP3NlmPQ==',Pisani,b'ZjVGSQnKdRZncZ9ft8PDdA0f77y4RBdi2gX3C3pK5WoHRj39QcrsJg==',Spain,Male,31,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',55732.92,2,1,1,103792.53,0
3626,3627,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8DgdSnXR0xni80TbcNfcDJGPyNQ==',Hsueh,b'ZjVGSQnKdRZncZ9ft8PDdA0hFl/rczUHYsN+IJd9Hsem9JN/NoDZWA==',Germany,Female,37,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',110689.07,1,1,1,71121.04,1
3627,3628,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MK7at324fQiAVLpp2YOjQV0w+w==',Ricci,b'ZjVGSQnKdRZncZ9ft8PDdA0xmlPha3SUTWF7HkNEdF98I1K0ObDFcg==',Spain,Female,39,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',98544.11,1,1,1,52327.57,0
3628,3629,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8yZUhGNsw+ZfEpSQXr2nk6VlqN2Q==',Azubuike,b'ZjVGSQnKdRZncZ9ft8PDdA0f50Hn2neodpp8WHQWY0+2GBh1YoH82A==',Germany,Female,35,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',178317.6,1,0,0,197428.64,0
3629,3630,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O3lgclfn09cQT0lsfRIsjrrmWEg==',Nevzorova,b'ZjVGSQnKdRZncZ9ft8PDdA0xuPJgCYnnYZISQThAFhLiAaT4k9Llig==',France,Female,48,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',115713.84,2,0,0,83210.84,0
3630,3631,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MgBz8GYnAU0dMCAW0ibdw25vSZA==',Odili,b'ZjVGSQnKdRZncZ9ft8PDdA0xjkMOpL5ZrROUCRU9oGKtMnpD2o4jtQ==',France,Male,46,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',143267.14,2,0,0,193099.43,0
3631,3632,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MkOQ1/EV/rwjm24Y4+FZoeJyS4w==',Kung,b'ZjVGSQnKdRZncZ9ft8PDdA0hPENLFblc2yQ3lPMk01SzN34Yp5KDbA==',Spain,Male,19,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',89750.21,1,1,0,193008.52,0
3632,3633,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+LUxTR5KV19bFMZIl5puYkdwtqg==',Lei,b'ZjVGSQnKdRZncZ9ft8PDdA0PrR/pFQeaTJ4jE1Z/O+nPZwqac6JLUw==',Spain,Female,26,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',116576.45,1,1,0,157567.37,0
3633,3634,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8Hh+spPZuHkVDVBjcEk5bq8wesQ==',Sheehan,b'ZjVGSQnKdRZncZ9ft8PDdAzifyLo0zLFQ8reyGEyVQXvtKl5UkCnQQ==',Germany,Female,47,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',143001.5,2,1,0,108977.5,0
3634,3635,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/AG/6ZkBPpnnVD4rCaNSFtKYJYA==',Kung,b'ZjVGSQnKdRZncZ9ft8PDdA0xvBezbIHFO9f41GNvMFAnjFeBQu9n1g==',France,Male,23,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',157761.56,1,0,0,147759.84,0
3635,3636,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8yZUCm7r4Yd/UbHaWb1o+Z4fchYA==',Kelechi,b'ZjVGSQnKdRZncZ9ft8PDdA0hIMZEYbZvswbRllpASlCnap1BU4eOGQ==',France,Female,37,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',0.0,2,1,1,27528.4,0
3636,3637,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O3n5m871JYw2fIVX2XPYzPTJAgw==',Anenechi,b'ZjVGSQnKdRZncZ9ft8PDdA0xgtG6Y9P92TBwd4gd51tO0Ru1cb5ffw==',Spain,Male,31,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',103430.11,2,0,1,36479.27,0
3637,3638,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdqaxLorHMQvt+WLwbkYq5wZvUWiAg==',McElhone,b'ZjVGSQnKdRZncZ9ft8PDdAziZ6TEvkRSL2etw6+7PnFc5yoRFVD+/w==',Spain,Female,52,b'ZjVGSQnKdRZncZ9ft8PDdA4Ahb9d6F4rAJ/o8NTNS3mgPQN5/JXoqw==',0.0,1,1,0,31726.76,1
3638,3639,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+LUwbc0bvENCFY6pSjKuzAslVVQ==',Chigbogu,b'ZjVGSQnKdRZncZ9ft8PDdA0PoaTIGeFG4DJaDZ23VZ/xsuziaS/GlQ==',Spain,Male,27,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',0.0,2,0,0,96398.51,0
3639,3640,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MkPgKucNaQWu26vQCPUTUwaMk5w==',Atkins,b'ZjVGSQnKdRZncZ9ft8PDdA0xvBhlX/fsySUqbc2AyZ1vJXYfuwFN0Q==',Germany,Female,48,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',115115.38,1,1,0,139558.6,1
3640,3641,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MIh5szMMMVoCpXQwNnCj5N8TAw==',Colombo,b'ZjVGSQnKdRZncZ9ft8PDdA0xlnheXwvDyc5r2/kGCd7R4pXfhxuMpQ==',Germany,Female,39,b'ZjVGSQnKdRZncZ9ft8PDdA4Ahb9d6F4rAJ/o8NTNS3mgPQN5/JXoqw==',122501.28,2,1,1,95007.8,0
3641,3642,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8IBdUcsS/LobZ5QiyQvsioXv4Bg==',Tilley,b'ZjVGSQnKdRZncZ9ft8PDdA0xilpJKcobA08VnTLSlFaJ6+GARxTpTg==',Spain,Male,62,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',0.0,1,1,1,101663.47,0
3642,3643,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8ydWhlCWQnNxratYd9UgUJH61n+Q==',Sopuluchi,b'ZjVGSQnKdRZncZ9ft8PDdA0hEhm+VBnxGs1AmE9nZ3B22KbrCJDW4w==',France,Male,42,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',0.0,2,1,1,106197.44,0
3643,3644,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+PfHgebcxKJj8YWDpWoA8Egwubg==',Udinesi,b'ZjVGSQnKdRZncZ9ft8PDdA0xuL+c6uYu07adlw5JSV388XQl6pawxQ==',France,Male,45,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',146758.24,1,1,0,48466.89,0
3644,3645,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8Hi3YjoLH0kqTSaffQgEyvnX0tQ==',Onyekachi,b'ZjVGSQnKdRZncZ9ft8PDdA0Pn4bWKyYjguKp+Bx5fD+b0u//u9EFag==',France,Female,32,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',0.0,2,1,1,151978.36,0
3645,3646,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MKZSbk0E09GWT1eeQ4dp+1ksVg==',McCartney,b'ZjVGSQnKdRZncZ9ft8PDdA0hFl6hnP6v626hgee165SIaF7byBDB8A==',France,Male,55,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',0.0,1,0,1,13288.46,1
3646,3647,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8IBtZq59wblHxQ2YmY9mhIpi2Og==',Thompson,b'ZjVGSQnKdRZncZ9ft8PDdA0hElquxn0lxLkzzg6nDgWMZxwThXivlA==',France,Female,70,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',110738.89,1,1,0,22666.77,1
3647,3648,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8HiVvYZonSBUg1erefBCVu/aB9w==',Onyeoruru,b'ZjVGSQnKdRZncZ9ft8PDdA0hODZMvmqiSs5wuhnfGzLC3gosD31Y0A==',France,Male,67,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',94203.8,1,0,1,102391.06,0
3648,3649,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw+PdNRt6HDjOzC/c2gf4xoS8RRbQ==',Shih,b'ZjVGSQnKdRZncZ9ft8PDdA0PpRXKWib6LKePPr58YwEU2bJFjhjLrQ==',France,Male,47,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',105792.49,1,0,1,67830.2,1
3649,3650,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NdDFT7vMNgGn+dZPBKWi0GHBXAw==',Golibe,b'ZjVGSQnKdRZncZ9ft8PDdA0Pn8/30t4TSZg0zc88eLpSv1e6M97YFg==',France,Male,41,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',153198.23,1,1,1,92090.36,0
3650,3651,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2OzrkRs7J06lYPMwJFoQ0WrNfloQ==',Lucchesi,b'ZjVGSQnKdRZncZ9ft8PDdA0PuQiFYVQT7p/MDsfAzNZJJG6deEmFcg==',France,Male,38,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',0.0,2,0,0,141023.01,0
3651,3652,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8HhNTK3D0yUjzb7fAPfx6Q6BppQ==',Townsend,b'ZjVGSQnKdRZncZ9ft8PDdA0hPA8WKF3wHVVMDrhAzlO5R0iErT3R+A==',France,Male,79,b'ZjVGSQnKdRZncZ9ft8PDdA4VEfMk9ebAtdfAdositHanPbNR8E8JqA==',61811.23,1,1,1,104222.8,0
3652,3653,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/LqIsDQnXA/j5fZaKnvI+0JaOpA==',Chao,b'ZjVGSQnKdRZncZ9ft8PDdA0PpV0dpRb2y2JkBDJNvH4KFdJs21YsmQ==',France,Male,34,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',101116.06,1,1,0,196395.05,0
3653,3654,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NdDUyz+lnR2ir1IMNFehyIDWCxw==',Shen,b'ZjVGSQnKdRZncZ9ft8PDdA0xvFuedZ6JmebWSqrSI9OfppIiZTNdLw==',Germany,Female,46,b'ZjVGSQnKdRZncZ9ft8PDdA4Ahb9d6F4rAJ/o8NTNS3mgPQN5/JXoqw==',74458.25,1,0,1,6866.31,0
3654,3655,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8Dh+10jcq2lSTfy0cPJmXFGIAdQ==',Booth,b'ZjVGSQnKdRZncZ9ft8PDdA0PpV0dpRb2y2JkBDJNvH4KFdJs21YsmQ==',Germany,Male,33,b'ZjVGSQnKdRZncZ9ft8PDdAznf3ElUcBRFXnmUkfCrX7P86wT0Kq5MA==',142871.27,2,0,0,77737.86,0
3655,3656,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2OzoO5ZqfpKKeLsWI15pjbyA1aXw==',Chan,b'ZjVGSQnKdRZncZ9ft8PDdA0hJI5rwNSm2lTYLd+Y4ls4/lbhJhW2uw==',Germany,Male,35,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',98585.94,2,0,1,106116.84,0
3656,3657,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NZDjKZ0vsf4d3JyCYm5JGyBxK1A==',Yeh,b'ZjVGSQnKdRZncZ9ft8PDdA0hJMnsoqe9HmahXrPs/TAMW6bM0j7QfA==',France,Female,37,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',0.0,1,1,1,117948.0,1
3657,3658,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MIxhH/v0+iKg7ebMsbuNIWbTXg==',Badgery,b'ZjVGSQnKdRZncZ9ft8PDdA0hPA4SOqCDVE3EP25peWgGOwBcgf1ATQ==',France,Male,30,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',0.0,2,1,1,184581.68,0
3658,3659,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/ELitwKQon3E6gFj+T3yVtOpX5A==',Hsia,b'ZjVGSQnKdRZncZ9ft8PDdA0xsDicq9SdXTUlF+HEA/8fD2uQtBt1MQ==',France,Female,43,b'ZjVGSQnKdRZncZ9ft8PDdA42k1rEAZRnN9vk6tQtZmvIpGkMLAFHQA==',80764.03,1,1,0,199378.58,1
3659,3660,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/EKwiKS8sxguyzo2fNAxptA6urw==',Zarate,b'ZjVGSQnKdRZncZ9ft8PDdA0PuQtHzVpS/GSbnMnrqMA5XrUkL8w00Q==',France,Female,42,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',144801.97,1,0,1,12483.39,1
3660,3661,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O3mZFuyHI3u+c7qA9hwkSXEcygg==',Congreve,b'ZjVGSQnKdRZncZ9ft8PDdA0f5wvb0atFazsc5wLnqq9UEULsIrw3Jw==',Spain,Male,27,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',0.0,2,1,0,22404.64,0
3661,3662,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NdAN0cWUZz6YiRf4emH3IzP8jbg==',Hayslett,b'ZjVGSQnKdRZncZ9ft8PDdA0f5wiod3CrBBW9IlK/iIhPJ0jnp/KWGQ==',Germany,Male,35,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',110053.62,2,1,1,92887.06,0
3662,3663,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8HhMeV75+Qbiep7iOJnoprZ7QFA==',Robinson,b'ZjVGSQnKdRZncZ9ft8PDdA0xljVdc/HZ73xwG/XtZDJlZRunb9Yo/Q==',France,Female,28,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',118890.81,1,0,1,145157.97,0
3663,3664,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MIwq03y7+CJcN5OeKZivxmzi4w==',Wong,b'ZjVGSQnKdRZncZ9ft8PDdA0hODNx6VljTt3wUSe87h3mLj5vS9T0pQ==',France,Male,31,b'ZjVGSQnKdRZncZ9ft8PDdA0KHoDUe4cdEdh8/01VCF4t2LheTbf3DA==',0.0,1,1,0,134889.95,1
3664,3665,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MkOR5ie3M/a4ilVP5DvPLXUWVKw==',Nevzorova,b'ZjVGSQnKdRZncZ9ft8PDdA0hJMbEmgkIjwfeVrP1EJC+2nBY7EFujA==',Germany,Female,37,b'ZjVGSQnKdRZncZ9ft8PDdA4Ahb9d6F4rAJ/o8NTNS3mgPQN5/JXoqw==',151218.98,1,1,1,109309.29,0
3665,3666,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NdAN0c5BD4cCb+/XHvUNFgWijew==',Page,b'ZjVGSQnKdRZncZ9ft8PDdA0hPAzGIZZkGZUsaIX5DyLmqlrhcAiksg==',France,Male,42,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',150507.21,1,0,1,169964.12,0
3666,3667,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2Ozr359+Xvjo//eM5wKAMj2+EjOw==',Quinn,b'ZjVGSQnKdRZncZ9ft8PDdA0hMA1vKjZYSPMN9TkADJpWso0Q0IY/xA==',Spain,Female,21,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',0.0,2,1,1,26327.42,0
3667,3668,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdqaxLKnJ5qx859bPfEO6Q3/+hs0ag==',O'Donnell,b'ZjVGSQnKdRZncZ9ft8PDdA0PvZeRcK0U61lD1HFiSNmVvuqmKna6Yg==',Germany,Male,33,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',131023.76,2,0,0,55072.93,0
3668,3669,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8zvY64jxIQAZv55wHghfCbpc8g7w==',Pisano,b'ZjVGSQnKdRZncZ9ft8PDdA0xgpkexX9onA2ZLy1snfDlT8wpEIU98A==',Germany,Female,44,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',122314.5,1,0,0,68574.88,1
3669,3670,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8yZVzzwr3Ly7UNg3lAF/36q0KucQ==',Sinclair,b'ZjVGSQnKdRZncZ9ft8PDdA0xjgvxefqTpmNZkfY1FDGQfGyhvucEGA==',France,Male,29,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',0.0,2,1,1,41671.81,0
3670,3671,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw/ELwLoXPLrLlRQH30nvxsESmDaw==',Loving,b'ZjVGSQnKdRZncZ9ft8PDdAziYzKBqnXbIwejnfRKmhNlH12ItCd7qw==',France,Male,28,b'ZjVGSQnKdRZncZ9ft8PDdA0agGv3FQxGez8eANvWBAy05KMrvTl/Og==',0.0,2,1,1,12409.01,0
3671,3672,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8IAMdukrGzjQx4+7GvyRei3+3Ig==',Artemova,b'ZjVGSQnKdRZncZ9ft8PDdA0xih+rDxLH8o6gi8PlCwc2VFZrSyRUFg==',Germany,Female,52,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',111739.4,2,0,1,68367.18,0
3672,3673,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2O4KFQ9ixPdkb2tqvBScBS2XkxjQ==',Robertson,b'ZjVGSQnKdRZncZ9ft8PDdA0hJMnsoqe9HmahXrPs/TAMW6bM0j7QfA==',France,Male,43,b'ZjVGSQnKdRZncZ9ft8PDdA08rSAxJ9xL05B8cEsSVQTkl/grf7YH2w==',113882.31,1,1,1,74564.41,0
3673,3674,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MJyFZFVeHG0GHpN1THX+MS4/9w==',Genovese,b'ZjVGSQnKdRZncZ9ft8PDdA0hKJIFr/i1dcOH1e/B8BfsVNgCDUVSug==',France,Male,24,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',98148.61,1,1,0,26843.76,0
3674,3675,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2NdA+TKaRGMWRF9tvEQtcNVheSAA==',Ugonnatubelum,b'ZjVGSQnKdRZncZ9ft8PDdA0xjkURFw6IKoHbxy6+3K0g0qsxXUOoxQ==',France,Female,32,b'ZjVGSQnKdRZncZ9ft8PDdAz30d5V+lXJdd0SrarfN5v1AGy797RD2Q==',0.0,2,1,0,156774.75,0
3675,3676,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MkPDDwsmxFpEbch0r1BdtublVSQ==',Corbett,b'ZjVGSQnKdRZncZ9ft8PDdA0hODDFj02Q5DRBYIyeqLvRgHRGY3/RmA==',France,Male,32,b'ZjVGSQnKdRZncZ9ft8PDdA4QBxPYApxBZ5O1wgvkZFW1mqyX1a7PPw==',59271.82,1,1,1,46019.43,0
3676,3677,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MkOxKrQKpNOtWb/TfEQqqecdY8w==',Reilly,b'ZjVGSQnKdRZncZ9ft8PDdA0xvFzGzjht9GHrZGlKR/ieS/69DxJgzg==',France,Female,31,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',0.0,2,0,1,145411.39,0
3677,3678,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd2MkPQ+GrTd0bF6oJfLIjHCtmzwQw==',Wright,b'ZjVGSQnKdRZncZ9ft8PDdA0xljQBb2DW3stZGoRb9w59J5Ot8lBW7A==',Spain,Male,33,b'ZjVGSQnKdRZncZ9ft8PDdA4m6TWdTjQKU1+WpbCsRcxS5LdGm5Kq1Q==',0.0,2,1,1,158268.84,0
3678,3679,b'ZjVGSQnKdRZncZ9ft8PDdA4VBdw8MK7at1Og0EQXfwhKqlkPoDgOow==',Vincent,b'ZjVGSQnKdRZncZ9ft8PDdA0hGr793YuffclZ1g4DOz9AcS0epwDsOA==',France,Male,30,b'ZjVGSQnKdRZncZ9ft8PDdA4VEfMk9ebAtdfAdositHanPbNR8E8JqA==',69413.44,1,1,1,74637.57,0
3679,3680,b'ZjVGSQnKdRZncZ9ft8PDdA4VBd8zrfukJikqdhz37C9OxCp0s/QxFQ==',Carr,b'ZjVGSQnKdRZncZ9ft8PDdA0xjgaLaUBvO2wir28vORaJviTuiE7Dtw==',Spain,Male,25,b'ZjVGSQnKdRZncZ9ft8PDdA0seVYcT7oKqN5yFMJexxp9P2dFYPmS9A==',160599.06,2,1,1,28391.52,0
